hidden_size,latent_size,learning_rate,batch_size,test_loss,epoch_losses
128,128,0.0005,32,0.04942597076296806,"[0.3897535651922226, 0.31970058381557465, 0.17649505039056143, 0.11342953890562057, 0.08399742345015208, 0.0783122864862283, 0.07574075957139333, 0.07604609057307243, 0.07497826404869556, 0.0740108322352171, 0.07295201097925504, 0.07435141131281853, 0.07298529955248038, 0.07411455238858859, 0.07362773641943932, 0.07338179399569829, 0.07355928669373195, 0.07366168995698293, 0.07404159630338351, 0.07523792733748753, 0.07373314847548802, 0.07407418514291446, 0.07338900677859783, 0.07336358353495598, 0.07363310766716798, 0.07319781184196472, 0.07427307652930419, 0.07317182421684265, 0.0726245070497195, 0.07232556057473023, 0.07316328150530656, 0.0731851439923048, 0.07314838903645675, 0.07173766195774078, 0.07124695802728336, 0.07301808645327885, 0.07262115677197774, 0.07213016413152218, 0.06743745505809784, 0.06591880259414513, 0.06541956464449565, 0.06245270371437073, 0.06222619550923506, 0.06240788598855337, 0.061946168541908264, 0.061537627751628556, 0.06190754162768523, 0.061070775613188744, 0.06235641799867153, 0.06131587674220403, 0.06270395840207736, 0.060983493303259216, 0.06023476955791315, 0.05926719307899475, 0.06014431888858477, 0.057881404956181846, 0.05847370624542236, 0.05741896045704683, 0.05724922629694144, 0.058911570037404694, 0.058726546044150986, 0.05724812112748623, 0.055940100302298866, 0.05818100459873676, 0.059811174869537354, 0.059955419351657234, 0.05780917592346668, 0.05666866836448511, 0.055906386425097786, 0.054767884934941925, 0.053918601324160896, 0.05456544583042463, 0.054131398598353066, 0.05618447996675968, 0.05475267147024473, 0.057284524043401085, 0.06374375335872173, 0.05657429931064447, 0.05616323463618755, 0.05912911022702853, 0.057454380517204605, 0.056863127276301384, 0.05593240447342396, 0.056272951886057854, 0.05565471947193146, 0.055675615866978966, 0.05529473659892877, 0.058482266341646515, 0.05550094818075498, 0.05554016927878062, 0.05442302611966928, 0.05516949606438478, 0.054826002568006516, 0.05346908296147982, 0.054683427015940346, 0.05358004880448183, 0.052571652457118034, 0.053444484869639076, 0.05301608828206857, 0.05308524643381437]"
128,128,0.0005,64,0.058332089334726334,"[0.3932495415210724, 0.3754679063955943, 0.34577465057373047, 0.2791879177093506, 0.19074571132659912, 0.15166763961315155, 0.11616616696119308, 0.09126783907413483, 0.08387479682763417, 0.08037777245044708, 0.07837728410959244, 0.07843073705832164, 0.07695926477511723, 0.07568693161010742, 0.074657142162323, 0.07510882616043091, 0.07408369084199269, 0.0737740695476532, 0.07381744931141536, 0.07305779059727986, 0.07345748196045558, 0.07353714356819789, 0.07355474929014842, 0.07286461194356282, 0.07320987433195114, 0.07314345985651016, 0.07345763345559438, 0.0735641395052274, 0.0732208068172137, 0.0726527248819669, 0.07311721642812093, 0.07357971121867497, 0.07319225867589314, 0.0731251910328865, 0.07282134393850963, 0.07327964653571446, 0.07377230872710545, 0.07335041463375092, 0.07351190596818924, 0.07271318385998408, 0.07410059124231339, 0.07306468238433202, 0.07301820317904155, 0.07299614449342091, 0.07290107260147731, 0.07354665050903957, 0.07384470601876576, 0.07300451397895813, 0.07299216091632843, 0.07309259474277496, 0.07287785162528355, 0.07375036428372066, 0.07340043286482494, 0.07276379813750584, 0.07262058556079865, 0.07270399729410808, 0.07293874025344849, 0.07287953048944473, 0.0723630612095197, 0.07272812972466151, 0.07212485373020172, 0.07203820844491322, 0.07211446265379588, 0.07011302560567856, 0.06992723792791367, 0.06959641973177592, 0.0686122328042984, 0.06848964840173721, 0.0678842489918073, 0.06612216805418332, 0.06492288907368977, 0.06507825354735057, 0.06334462637702624, 0.06352858990430832, 0.06305983662605286, 0.06310331324736278, 0.062467814733584724, 0.06152725343902906, 0.062397326032320656, 0.06401204566160838, 0.06326843549807866, 0.06409200529257457, 0.06507705027858417, 0.0658616969982783, 0.06580137337247531, 0.0636005625128746, 0.06266610945264499, 0.061405458798011146, 0.06058663874864578, 0.06053290516138077, 0.06041712686419487, 0.0613358182211717, 0.06165373573700587, 0.06142349789539973, 0.061139319092035294, 0.059883151203393936, 0.060303185135126114, 0.059735010067621865, 0.060141553481419883, 0.05945209662119547]"
256,32,0.001,32,0.04250997677445412,"[0.3003372475504875, 0.09142527356743813, 0.0830696572860082, 0.07537409042318662, 0.0748324766755104, 0.0751927625387907, 0.07380191733439763, 0.07328031832973163, 0.07353970656792323, 0.07264834083616734, 0.07303756972153981, 0.0741141854474942, 0.07274042442440987, 0.07434988456467788, 0.07338842997948329, 0.07526163073877494, 0.07418871050079663, 0.0725167915225029, 0.07128484422961871, 0.07028254121541977, 0.06753992040952046, 0.06628745918472607, 0.06534591006735961, 0.0712509782363971, 0.064084617421031, 0.0651810821145773, 0.06564593315124512, 0.06249218744536241, 0.06261430867016315, 0.062121755753954254, 0.06104199650386969, 0.060837212949991226, 0.05912453060348829, 0.0587611390898625, 0.06035330270727476, 0.06006322304407755, 0.058480799198150635, 0.061665733034412064, 0.06015132491787275, 0.05743806498746077, 0.0565967553605636, 0.055135328943530716, 0.0549411221096913, 0.05515648424625397, 0.055253018314639725, 0.05501154810190201, 0.05416835471987724, 0.053915584459900856, 0.05313717635969321, 0.0554996437082688, 0.05592749578257402, 0.05714356588820616, 0.061937677984436355, 0.056479655827085175, 0.055518449594577156, 0.05392725579440594, 0.05508021513621012, 0.05505137828489145, 0.05521043514211973, 0.05440571283300718, 0.05590421458085378, 0.053747723499933876, 0.05651194974780083, 0.05294846370816231, 0.05306180194020271, 0.05132579244673252, 0.05083367973566055, 0.05124876772363981, 0.051735663786530495, 0.05139955009023348, 0.04858160515626272, 0.05307564636071523, 0.0518843283255895, 0.05191764794290066, 0.04772775061428547, 0.047717959309617676, 0.047725177059570946, 0.04610407787064711, 0.0467540118843317, 0.04483159010608991, 0.04519305378198624, 0.04470228714247545, 0.04386460594832897, 0.04290471784770489, 0.04361751489341259, 0.04584876510004202, 0.043429674270252384, 0.04146408103406429, 0.04167120407025019, 0.041884791726867356, 0.04267771231631438, 0.04123900799701611, 0.04036772499481837, 0.03935978778948387, 0.037964429085453354, 0.03710853712012371, 0.03770653810352087, 0.039079565554857254, 0.04260082356631756, 0.04091987324257692]"
256,32,0.001,64,0.05222446098923683,"[0.36538968483606976, 0.1913695434729258, 0.09948812176783879, 0.08945857733488083, 0.0863316481312116, 0.08169953525066376, 0.07715921103954315, 0.0757391129930814, 0.07532811909914017, 0.07510631283124287, 0.07454097022612889, 0.07397593806187312, 0.07429647942384084, 0.07335160672664642, 0.07409593959649403, 0.07327521095673244, 0.07331469655036926, 0.07428417354822159, 0.07316051920255025, 0.07294225196043651, 0.07306133459011714, 0.07312654579679172, 0.07277263700962067, 0.07302960753440857, 0.07360708465178807, 0.07321996241807938, 0.0730351135134697, 0.07328330477078755, 0.07264349112908046, 0.07295120259126027, 0.07277831931908925, 0.0728544220328331, 0.07355104138453801, 0.0733594869573911, 0.07304358234008153, 0.07317485908667247, 0.0737452966471513, 0.07336368908484776, 0.07332498331864674, 0.07319412628809611, 0.07316251347462337, 0.0724434790511926, 0.07294603437185287, 0.0729821299513181, 0.07277915130058925, 0.07319667687018712, 0.07304570823907852, 0.07248690972725551, 0.07244441161553065, 0.07163919756809871, 0.07066470881303151, 0.07049483681718509, 0.07266781479120255, 0.06906009962161382, 0.06855999926726024, 0.065811342249314, 0.0643589086830616, 0.06316831211249034, 0.0623716302216053, 0.062015785525242485, 0.06221168984969457, 0.06185194353262583, 0.06078299010793368, 0.06073986863096555, 0.05983634665608406, 0.062110101183255516, 0.061134930700063705, 0.06023592253526052, 0.05969362830122312, 0.05865855018297831, 0.059604124476512275, 0.05811568473776182, 0.059676628559827805, 0.058746116856733956, 0.057877308378616966, 0.05640949308872223, 0.05645048121611277, 0.05513460064927737, 0.055091834316651024, 0.05405303214987119, 0.053868728379408516, 0.05461181948582331, 0.05445294330517451, 0.05479406068722407, 0.055488139390945435, 0.05484709019462267, 0.054142411798238754, 0.05373745163281759, 0.05555268873771032, 0.056562663366397224, 0.05619433894753456, 0.05495322123169899, 0.054087149600187935, 0.054291415959596634, 0.053314940383036934, 0.053095286091168724, 0.05358583355943362, 0.05367802704373995, 0.053842502335707344, 0.053617200503746666]"
256,32,0.0005,32,0.0548541285097599,"[0.3615417579809825, 0.16733097781737646, 0.08790398761630058, 0.08247278879086177, 0.07834986969828606, 0.07588641842206319, 0.07473827277620633, 0.07479053984085719, 0.07343500604232152, 0.07390947515765826, 0.0728533665339152, 0.07523676504691441, 0.07385457431276639, 0.07278681918978691, 0.07325343415141106, 0.07367508051296075, 0.07332661251227061, 0.073666591818134, 0.07464808349808057, 0.07341731525957584, 0.07413671041528384, 0.07216391836603482, 0.07279347876707713, 0.0731114111840725, 0.07227347915371259, 0.0737542174756527, 0.07166214846074581, 0.07199415316184361, 0.07144439406692982, 0.06998121862610181, 0.07508835072318713, 0.07361005991697311, 0.07148378031949203, 0.06906545534729958, 0.06603657392164071, 0.06635048426687717, 0.0637184555331866, 0.0637640729546547, 0.0657571063687404, 0.06375510493914287, 0.06462373708685239, 0.0620893749097983, 0.06112713615099589, 0.0615822517623504, 0.0621200700600942, 0.06131372104088465, 0.06064537105460962, 0.06175560628374418, 0.06461315043270588, 0.06273328512907028, 0.06286265204350154, 0.06207800470292568, 0.060849351808428764, 0.05876215609411398, 0.05882028862833977, 0.05707582272589207, 0.057072034726540245, 0.06184338343640169, 0.06119207292795181, 0.05918845720589161, 0.05983388734360536, 0.057240987196564674, 0.05740708919862906, 0.05687908517817656, 0.05505395742754141, 0.055420110623041786, 0.05464686142901579, 0.05559573881328106, 0.05508241057395935, 0.05606438840428988, 0.05711933163305124, 0.0538221982618173, 0.05382872993747393, 0.0557442723462979, 0.053972567121187844, 0.054187106589476265, 0.05552364823718866, 0.05505856374899546, 0.05640313898523649, 0.06749457058807214, 0.06319706762830417, 0.05960513216753801, 0.05691299525400003, 0.055883256097634636, 0.05579932158191999, 0.05536610074341297, 0.054899610579013824, 0.054184542347987495, 0.056197390581170716, 0.053468351562817894, 0.053967236230770745, 0.05316551526387533, 0.05386631873746713, 0.05269948082665602, 0.05373403305808703, 0.05510645111401876, 0.05279026615122954, 0.05403003158668677, 0.05219522304832935, 0.05237381843229135]"
256,32,0.0005,64,0.042606111615896225,"[0.38081968824068707, 0.33457260330518085, 0.19645739595095316, 0.13656723499298096, 0.08688125511010487, 0.08399023860692978, 0.08414429426193237, 0.08181445797284444, 0.07911606132984161, 0.07601691782474518, 0.0759503146012624, 0.07513642062743504, 0.07450143992900848, 0.0748782828450203, 0.07470705856879552, 0.0744736020763715, 0.07435345898071925, 0.07389343281586964, 0.07351745913426082, 0.07375870148340861, 0.07341786473989487, 0.07358019550641377, 0.07303562263647716, 0.07327115039030711, 0.0727362334728241, 0.07278014967838924, 0.07274932414293289, 0.07249761869510014, 0.07257755597432454, 0.07122993469238281, 0.07164099564154942, 0.07122771938641866, 0.07208988939722379, 0.07174177716175716, 0.07098142802715302, 0.07002145797014236, 0.06885028382142384, 0.06750693917274475, 0.0670984722673893, 0.06588195636868477, 0.06440846249461174, 0.06374614189068477, 0.06402590746680896, 0.06246821085611979, 0.06162631014982859, 0.06197012464205424, 0.061467831333478294, 0.0608855647345384, 0.06023998185992241, 0.061268001794815063, 0.06074071675539017, 0.06028099978963534, 0.058925999949375786, 0.061857711523771286, 0.06023531158765157, 0.05961639558275541, 0.058071071902910866, 0.05704317738612493, 0.057214571783939995, 0.05729353800415993, 0.05764341230193774, 0.05626976862549782, 0.055847211430470146, 0.05556908994913101, 0.05565955862402916, 0.055950755874315895, 0.054843721290429435, 0.053912644584973655, 0.053220849484205246, 0.052687654892603554, 0.05240609496831894, 0.05239887908101082, 0.05223329737782478, 0.05301168436805407, 0.052830914656321205, 0.05387544507781664, 0.05324212461709976, 0.051407533387343086, 0.0508685956398646, 0.049993835389614105, 0.049556599309047066, 0.04807553067803383, 0.0484541654586792, 0.04719396928946177, 0.046447668224573135, 0.045637321968873344, 0.04481803004940351, 0.04394601906339327, 0.04345447073380152, 0.042438620080550514, 0.04165690143903097, 0.04108423367142677, 0.040251350651184716, 0.04019844780365626, 0.039126927653948464, 0.03857193017999331, 0.04036808138092359, 0.03966998060544332, 0.03969083105524381, 0.041746353109677635]"
256,64,0.001,32,0.042841712012887,"[0.2875102112690608, 0.0938138688604037, 0.08420782163739204, 0.07660217459003131, 0.07451396683851878, 0.07690838538110256, 0.07333013042807579, 0.07371320948004723, 0.07226264911393325, 0.07410311078031857, 0.07333742082118988, 0.07419907860457897, 0.0730879766245683, 0.07397369419535, 0.07350678307314713, 0.07313811779022217, 0.07302893325686455, 0.0727214477956295, 0.0734107190122207, 0.07403246313333511, 0.07274094596505165, 0.07021684882541497, 0.06873842142522335, 0.06723251814643542, 0.06787364557385445, 0.06542838675280412, 0.06270680576562881, 0.06222594281037649, 0.06078667317827543, 0.06173950619995594, 0.05997683169941107, 0.059184920663634934, 0.058022355660796165, 0.057308229307333626, 0.05970602917174498, 0.057936696956555046, 0.05758641225596269, 0.06166575662791729, 0.05994377906123797, 0.05752513619760672, 0.06068372229735056, 0.059788367400566735, 0.05660176028807958, 0.05591199298699697, 0.05407682992517948, 0.05392616428434849, 0.0541548157731692, 0.05320696781078974, 0.05403935723006725, 0.053678059950470924, 0.05419130623340607, 0.05536822291711966, 0.05385882159074148, 0.05472971064349016, 0.05392724089324474, 0.05586224732299646, 0.05326271988451481, 0.053529893358548485, 0.05511972742776076, 0.05326480294267336, 0.053844316552082695, 0.053270396466056504, 0.05426991482575735, 0.05281881056725979, 0.0528291929513216, 0.05093045967320601, 0.05059293222924074, 0.05000423391660055, 0.050251430521408715, 0.05414706965287527, 0.05046652133266131, 0.049167816216746964, 0.052192178865273796, 0.05133048817515373, 0.05108510764936606, 0.04975157231092453, 0.04782984095315138, 0.04765808582305908, 0.04816160909831524, 0.044773160169521965, 0.04566521445910136, 0.054319754242897034, 0.05435472664733728, 0.04917788505554199, 0.04932886362075806, 0.04917765595018864, 0.051709300527969994, 0.049857970948020615, 0.045813653618097305, 0.046547072008252144, 0.04504738810161749, 0.04638387511173884, 0.045515960082411766, 0.04446093179285526, 0.04403579172988733, 0.043954795226454735, 0.043654909978310265, 0.04232414563496908, 0.041522142166892685, 0.04095885530114174]"
256,64,0.001,64,0.05322754383087158,"[0.37441620230674744, 0.21712011595567068, 0.10942493875821431, 0.0837676798303922, 0.08831061174472173, 0.08203419297933578, 0.07806376119454701, 0.07536812871694565, 0.07548655072848003, 0.07502062618732452, 0.07443145662546158, 0.0739603117108345, 0.07369554291168849, 0.0733473151922226, 0.0732593834400177, 0.07343373199303944, 0.07329348226388295, 0.07377334063251813, 0.07344007243712743, 0.07316216081380844, 0.07265601555506389, 0.07310795535643895, 0.07313292970259984, 0.07297850400209427, 0.0728613759080569, 0.07379031926393509, 0.07304304093122482, 0.07314711064100266, 0.07305299739042918, 0.07379335910081863, 0.0739232525229454, 0.07294980933268864, 0.07275692125161488, 0.07386992126703262, 0.07294480502605438, 0.07322310407956441, 0.07303734372059505, 0.0731562649210294, 0.07309397806723912, 0.0740143929918607, 0.07383876542250316, 0.07369084407885869, 0.07312692205111186, 0.07334162294864655, 0.07257216423749924, 0.07370234032471974, 0.07305735598007838, 0.07298706223567326, 0.07320004949967067, 0.07260533670584361, 0.07338391244411469, 0.0723133459687233, 0.070868415137132, 0.06949048240979512, 0.07020764301220576, 0.06769472981492679, 0.06806761026382446, 0.06665305296579997, 0.06436414892474811, 0.06423679863413174, 0.06383156031370163, 0.06323496997356415, 0.06331805139780045, 0.06347144146760304, 0.06347415720423062, 0.06233531733353933, 0.06172619387507439, 0.061806785563627877, 0.06024340043465296, 0.060057985285917916, 0.05975515519579252, 0.060180443028608956, 0.05902279416720072, 0.05808208013574282, 0.057153853277365364, 0.05653835212190946, 0.055946219712495804, 0.05735542128483454, 0.056525672475496926, 0.05619373296697935, 0.05537464966376623, 0.05583422879378001, 0.0582347996532917, 0.05618936071793238, 0.05613613501191139, 0.05407078067461649, 0.05378613620996475, 0.053915186474720635, 0.05349844818313917, 0.05309017871816953, 0.052942694475253425, 0.05315467342734337, 0.05313795804977417, 0.052983611822128296, 0.05315900842348734, 0.05340088655551275, 0.054449211806058884, 0.05344916135072708, 0.05487132569154104, 0.05430897697806358]"
128,32,0.0001,32,0.05485651455819607,"[0.38423555095990497, 0.37911615272363025, 0.37018291155497235, 0.3609599123398463, 0.3488594740629196, 0.32507191101710003, 0.2791424443324407, 0.20974253863096237, 0.16011729836463928, 0.13321550314625105, 0.11023440584540367, 0.09522360314925511, 0.0843967894713084, 0.07983523607254028, 0.07859399418036143, 0.07584190306564172, 0.07491922875245412, 0.07450277854998906, 0.07664215875168641, 0.0740586705505848, 0.07466052969296773, 0.07601150311529636, 0.07449546580513318, 0.07565698027610779, 0.07327847431103389, 0.07445436095197995, 0.07483131314317386, 0.07404160499572754, 0.07327751815319061, 0.0742599256336689, 0.07415200024843216, 0.0750032551586628, 0.0733195139716069, 0.07350140313307445, 0.07523774107297261, 0.0752737931907177, 0.07425805119176705, 0.07336537788311641, 0.07289660535752773, 0.07347137356797855, 0.0753796858092149, 0.07313983639081319, 0.0746592382589976, 0.07444657757878304, 0.07357497078677018, 0.07261901038388412, 0.07395758976538976, 0.07400861134131749, 0.07160639762878418, 0.07158948170642059, 0.07133049269517262, 0.07091225869953632, 0.0696954894810915, 0.06935486756265163, 0.06993650458753109, 0.06863008563717206, 0.06895497689644496, 0.06927860838671525, 0.06707499114175637, 0.06601650702456634, 0.06602878433962663, 0.06579322678347428, 0.06540495902299881, 0.06567153707146645, 0.06439273990690708, 0.06404375905791919, 0.06339556102951367, 0.06382881663739681, 0.06326829145352046, 0.06243070028722286, 0.06329365136722724, 0.06150377417604128, 0.06052915814022223, 0.06009971288343271, 0.06104442042609056, 0.05980657103161017, 0.05991061466435591, 0.059725635995467506, 0.058537483836213745, 0.059169491132100425, 0.05926140335698923, 0.05758229146401087, 0.05801031303902467, 0.06229311600327492, 0.06073122719923655, 0.05999622493982315, 0.05892961968978246, 0.05848381978770097, 0.05843530781567097, 0.05781086844702562, 0.05848059679071108, 0.0575846495727698, 0.05826343409717083, 0.05686017622550329, 0.05643671751022339, 0.056496415908137955, 0.055595179398854576, 0.055662427097558975, 0.05565248802304268, 0.0570158256838719]"
128,32,0.0001,64,0.06460034847259521,"[0.38597800334294635, 0.3832666873931885, 0.37950000166893005, 0.37597863872845966, 0.37234161297480267, 0.36839590469996136, 0.36441070834795636, 0.3609122335910797, 0.35323746999104816, 0.34558122356732685, 0.33545366923014325, 0.32162171602249146, 0.3012756109237671, 0.2738258937994639, 0.23970173299312592, 0.20368909339110056, 0.17687617242336273, 0.16177794337272644, 0.1499995837608973, 0.13684610029061636, 0.12366607785224915, 0.11286926517883937, 0.10443150252103806, 0.09926623354355495, 0.0943144162495931, 0.09012668331464131, 0.08595998336871465, 0.08358961095412572, 0.08179247379302979, 0.07912906507651012, 0.07784729450941086, 0.07708213726679485, 0.07672446966171265, 0.07588067650794983, 0.07534758498271306, 0.0754615714152654, 0.07552253951629002, 0.07513226568698883, 0.07458530366420746, 0.0746918519337972, 0.07486213246981303, 0.07438109070062637, 0.07460392514864604, 0.07483327388763428, 0.0739086444179217, 0.074019360045592, 0.07554752379655838, 0.0750878353913625, 0.07431870450576146, 0.07382139315207799, 0.07411856452624004, 0.07447843998670578, 0.07407962034145991, 0.07423258821169536, 0.07385152578353882, 0.07418912649154663, 0.0743376115957896, 0.07460476209719975, 0.07437803347905476, 0.07501563678185146, 0.0739429568250974, 0.07373501360416412, 0.07420248041550319, 0.07437117770314217, 0.07488839328289032, 0.0732956975698471, 0.07388162612915039, 0.07379115124543507, 0.07336076845725377, 0.0738127479950587, 0.0732793112595876, 0.07275683432817459, 0.0729851300517718, 0.07264853020509084, 0.07244392981131871, 0.0732221653064092, 0.07235785573720932, 0.0725989689429601, 0.07213437308867772, 0.07144189874331157, 0.07052058478196462, 0.07046249508857727, 0.07015106081962585, 0.07022767762343089, 0.06994619220495224, 0.06972513596216838, 0.06944239139556885, 0.06920147190491359, 0.06785060465335846, 0.06900410850842793, 0.06822449217240016, 0.06820734093586604, 0.06736949707070987, 0.06819201757510503, 0.06670193498333295, 0.06731069833040237, 0.06682733570535977, 0.06645885979135831, 0.06708377972245216, 0.06590502088268597]"
128,64,0.0001,32,0.05832850746810436,"[0.40072322885195416, 0.39149142305056256, 0.3868675082921982, 0.37539995710055035, 0.3658890922864278, 0.34347843130429584, 0.3024333566427231, 0.2388217772046725, 0.1832780415813128, 0.15339694172143936, 0.13035957142710686, 0.11022935435175896, 0.09702832375963528, 0.08776617298523585, 0.0821273997426033, 0.07752775773406029, 0.07538737977544467, 0.07515111441413562, 0.07503222798307736, 0.07464362929264705, 0.07393187532822292, 0.0740430826942126, 0.07429068287213643, 0.07461816444993019, 0.07371436928709348, 0.0747528684635957, 0.07406389216581981, 0.07501893925170104, 0.07340020438035329, 0.07478191703557968, 0.07529196577767532, 0.07378733282287915, 0.07470556410650413, 0.07361689892907937, 0.07420854891339938, 0.07309756924708684, 0.07386516345043977, 0.07352466508746147, 0.07331816107034683, 0.07400624081492424, 0.07283786746362846, 0.07253512181341648, 0.07242696856458981, 0.0730868491033713, 0.07347967351476352, 0.07356835901737213, 0.07220778428018093, 0.07388781756162643, 0.07295863206187884, 0.07249976446231206, 0.07281016558408737, 0.07188187167048454, 0.07238159328699112, 0.07251020955542724, 0.07171562314033508, 0.07004508127768834, 0.07030301044384639, 0.06886312241355579, 0.07110216779013474, 0.06824418840308984, 0.0693779041369756, 0.06717919744551182, 0.06625648960471153, 0.06513759307563305, 0.06617768543461959, 0.06456307011346023, 0.06440564927955468, 0.06384884069363277, 0.06537620971600215, 0.06536099314689636, 0.06242900093396505, 0.06319647034009297, 0.06440627699096997, 0.06331943223873775, 0.06252696365118027, 0.06222596516211828, 0.06284004201491673, 0.06093056624134382, 0.06356766757865746, 0.06235662537316481, 0.0626196339726448, 0.06156809317568938, 0.061358277996381126, 0.060333420832951866, 0.05980290720860163, 0.060974481205145516, 0.06072645137707392, 0.05916629917919636, 0.059981897473335266, 0.05908259625236193, 0.059497928246855736, 0.060615927601854004, 0.05930936833222707, 0.058784635116656624, 0.06134938759108385, 0.059721469258268677, 0.0595165453851223, 0.0594456580777963, 0.05886062482992808, 0.05810394945243994]"
128,64,0.0001,64,0.06769061833620071,"[0.39007710417111713, 0.3872413635253906, 0.3833140432834625, 0.3806210160255432, 0.3773060937722524, 0.3735596537590027, 0.3691110710302989, 0.3649420241514842, 0.35759658614794415, 0.34952876965204877, 0.33831019202868146, 0.32128385702768963, 0.2968870500723521, 0.2645309617122014, 0.2286746750275294, 0.1954850802818934, 0.17207312087217966, 0.1552135149637858, 0.141011044383049, 0.12772573779026666, 0.11602685848871867, 0.10575707008441289, 0.0974886417388916, 0.09157327810923259, 0.08672477553288142, 0.08353158831596375, 0.08089078962802887, 0.07835771391789119, 0.0766390860080719, 0.07635656744241714, 0.07547012219826381, 0.07509415100018184, 0.07465960830450058, 0.0745478942990303, 0.07437315831581752, 0.07503805806239446, 0.07440180828173955, 0.07457119226455688, 0.07455550134181976, 0.0744568407535553, 0.07514035950104396, 0.07435415933529536, 0.07467511296272278, 0.07454694310824077, 0.07455795506636302, 0.07391762485106786, 0.07439150661230087, 0.07439222186803818, 0.07437455654144287, 0.07384669532378514, 0.07428659250338872, 0.07408731430768967, 0.0742151066660881, 0.07358833402395248, 0.07457734147707622, 0.07427050173282623, 0.07356307655572891, 0.07435180743535359, 0.07416031509637833, 0.07364479452371597, 0.07403055826822917, 0.07351432492335637, 0.07422252247730891, 0.07370476176341374, 0.07315654059251149, 0.07388588786125183, 0.07416649162769318, 0.07304385552803676, 0.07401938984791438, 0.07344631850719452, 0.07361012448867162, 0.07323076824347179, 0.07302742699782054, 0.07308623443047206, 0.07306165744860967, 0.07280558844407399, 0.07259342819452286, 0.07250171154737473, 0.07278817395369212, 0.0724836140871048, 0.0734654888510704, 0.07289977371692657, 0.0733395516872406, 0.07333540171384811, 0.07284547636906306, 0.07316646724939346, 0.07317233582337697, 0.07273989915847778, 0.07320483773946762, 0.07244748622179031, 0.07196596016486485, 0.07167182862758636, 0.07206986596186955, 0.07146963973840077, 0.07163861642281215, 0.07128596554199855, 0.07085143278042476, 0.07051175087690353, 0.07122166206439336, 0.07083152731259663]"
128,128,0.0001,32,0.05581609904766083,"[0.3926683266957601, 0.3867466946442922, 0.3812749634186427, 0.370488703250885, 0.3565910557905833, 0.32887210448582965, 0.2774276485045751, 0.21115742127100626, 0.16286116590102515, 0.13492603227496147, 0.1135279933611552, 0.0982690267264843, 0.08949826657772064, 0.08444633955756824, 0.07835141693552335, 0.0764360452691714, 0.07546455288926761, 0.07541239634156227, 0.07424112036824226, 0.07521858997642994, 0.07317957902948062, 0.07518046845992406, 0.07393121595184009, 0.07389774421850841, 0.07398520161708196, 0.0740164468685786, 0.07503983875115712, 0.07375154520074527, 0.07394170636932056, 0.07417420670390129, 0.07398988058169682, 0.07345906645059586, 0.07375673080484073, 0.07335516313711803, 0.07409379258751869, 0.07480557262897491, 0.07329469236234824, 0.07470271736383438, 0.0735688383380572, 0.07349844897786777, 0.07292759791016579, 0.07356329262256622, 0.07303943112492561, 0.07308685531218846, 0.07278224763770898, 0.07412931012610595, 0.07316527018944423, 0.07210119316975276, 0.07217294722795486, 0.07305777445435524, 0.07276178896427155, 0.0717951940993468, 0.07128716260194778, 0.07055884910126527, 0.07074809943636258, 0.07047174498438835, 0.06965413317084312, 0.07021650113165379, 0.06949903257191181, 0.06836842373013496, 0.06898956373333931, 0.06789624753097694, 0.06700730385879676, 0.06615100118021171, 0.06596983969211578, 0.06512743482987086, 0.06581722634534042, 0.0641657014687856, 0.06390568303565185, 0.06426384175817172, 0.0640774325778087, 0.06362744172414143, 0.06324652582406998, 0.06232983494798342, 0.06131451763212681, 0.061440477768580117, 0.060195427387952805, 0.06018060818314552, 0.06131140825649103, 0.060023716340462364, 0.060023376097281776, 0.0595692495505015, 0.05903220300873121, 0.05938481477399667, 0.05877609675129255, 0.058835274229447045, 0.05820136765638987, 0.05807036285599073, 0.057619682202736534, 0.057929275557398796, 0.05715570350488027, 0.05676409788429737, 0.056856644029418625, 0.0576395591100057, 0.05743967927992344, 0.05615682154893875, 0.056045277044177055, 0.05559671980639299, 0.055812714621424675, 0.05674546460310618]"
